Frame,L0_x,L0_y,L1_x,L1_y,L2_x,L2_y,L3_x,L3_y,L4_x,L4_y,L5_x,L5_y,L6_x,L6_y,L7_x,L7_y,L8_x,L8_y,L9_x,L9_y,L10_x,L10_y,L11_x,L11_y,L12_x,L12_y,L13_x,L13_y,L14_x,L14_y,L15_x,L15_y,L16_x,L16_y,L17_x,L17_y,L18_x,L18_y,L19_x,L19_y,L20_x,L20_y,L21_x,L21_y,L22_x,L22_y,L23_x,L23_y,L24_x,L24_y,L25_x,L25_y,L26_x,L26_y,L27_x,L27_y,L28_x,L28_y,L29_x,L29_y,L30_x,L30_y,L31_x,L31_y,L32_x,L32_y
148,219.86,190.83,228.96,194.11,230.55,195.6,232.09,196.59,225.81,190.29,225.25,189.47,224.8,188.73,231.28,198.95,223.09,191.37,220.16,211.22,215.32,204.69,214.97,232.5,168.9,202.19,166.96,202.67,116.5,188.6,117.27,156.66,114.23,151.91,108.25,140.74,109.94,136.22,111.81,137.21,112.31,133.81,114.64,144.77,114.0,140.52,131.11,326.73,96.91,319.14,163.83,414.36,124.29,425.95,146.7,497.93,115.14,534.72,129.36,509.68,105.05,548.41,175.09,524.78,158.33,556.77
149,220.33,191.19,229.23,194.05,230.87,195.51,232.46,196.58,226.05,190.39,225.3,189.34,224.86,188.62,231.73,199.0,223.12,191.37,220.38,211.21,215.74,205.1,215.04,232.52,169.43,202.28,165.96,201.74,116.6,185.55,117.17,155.01,114.2,152.14,108.28,139.72,109.71,137.05,111.67,136.53,111.95,134.67,114.39,144.02,113.39,141.12,131.11,326.75,96.93,319.13,163.95,414.92,124.24,426.29,146.72,498.11,115.19,534.71,129.4,509.73,105.18,548.43,174.87,524.89,158.16,556.88
150,220.61,191.54,229.46,194.16,231.11,195.59,232.7,196.66,226.23,190.54,225.37,189.36,224.9,188.63,231.98,199.16,223.21,191.44,220.72,211.28,216.11,205.31,215.22,232.6,170.77,202.18,164.94,200.28,117.92,182.48,116.82,154.07,113.74,150.74,108.22,139.03,109.21,135.42,111.56,136.28,111.07,133.03,114.25,143.75,112.9,140.29,131.11,326.74,96.96,319.1,163.94,415.64,124.15,426.63,146.2,498.34,115.24,535.11,128.85,509.92,105.18,548.69,176.64,530.04,158.02,557.46
151,221.73,193.09,231.31,196.17,232.37,196.95,233.57,197.63,228.46,193.11,227.74,192.08,227.13,191.15,232.0,199.2,223.64,192.2,222.69,212.66,218.71,208.05,215.18,232.57,173.29,202.1,164.18,200.27,125.37,181.33,116.85,154.11,113.87,150.02,108.48,139.16,109.31,134.22,111.73,136.3,111.13,131.09,114.32,143.8,112.98,139.08,131.11,326.74,96.96,319.08,164.0,416.1,124.02,427.13,145.43,498.57,115.23,535.24,127.88,509.98,105.09,548.81,174.68,530.56,157.57,557.95
152,226.88,203.55,232.58,197.06,233.28,197.52,234.14,197.93,230.14,194.37,229.53,193.42,228.89,192.42,232.03,199.2,224.31,192.62,223.83,213.2,220.46,209.35,214.83,232.44,175.79,202.1,164.02,200.18,134.11,181.67,116.9,154.19,113.9,149.82,108.78,139.29,109.45,133.71,111.92,136.41,111.29,130.33,114.53,144.58,113.12,138.74,131.09,326.73,97.06,319.07,164.37,416.38,123.95,427.55,145.28,498.6,115.23,535.37,127.67,509.97,105.09,549.11,174.57,530.22,157.56,558.04
153,225.77,199.36,232.58,196.94,233.28,197.42,234.16,197.87,230.19,194.35,229.63,193.36,229.06,192.37,232.08,199.2,224.52,192.67,223.8,213.03,220.49,209.3,214.73,232.3,177.24,202.47,163.67,199.78,133.49,182.18,116.88,153.85,114.05,149.98,108.76,138.44,109.56,133.69,111.9,135.12,111.3,130.53,114.51,144.08,113.2,138.73,131.05,326.66,97.37,319.05,164.49,416.51,123.9,427.63,145.21,498.64,115.25,535.52,127.55,510.0,105.13,549.6,174.56,529.99,157.8,558.18
154,225.65,196.1,233.24,196.7,234.03,197.28,234.94,197.81,230.71,194.01,230.16,193.11,229.57,192.18,232.56,199.21,224.96,192.66,224.46,212.94,219.13,201.42,214.64,232.28,178.39,202.43,163.33,199.62,132.75,180.72,116.89,153.02,113.84,148.1,108.76,137.59,109.23,131.66,111.76,133.91,111.05,130.16,114.43,142.33,112.63,136.96,130.97,326.38,97.46,318.7,164.74,416.47,123.85,427.36,145.61,498.47,115.26,535.72,127.58,510.68,105.1,549.8,178.75,530.88,158.42,558.17
155,224.69,195.31,232.34,196.72,233.57,197.51,234.72,198.25,229.62,193.99,228.74,193.09,228.24,192.15,232.55,200.16,224.68,193.08,222.59,207.59,216.36,199.88,214.61,232.92,177.83,202.58,163.17,199.6,132.37,179.49,116.9,152.46,113.89,147.55,108.74,136.93,109.15,131.96,111.73,133.05,111.08,130.31,114.41,140.87,112.71,137.29,130.85,326.33,97.29,318.64,164.89,416.48,123.54,426.99,145.6,498.54,115.29,536.17,127.53,511.9,105.11,550.24,179.62,532.23,159.02,558.21
156,224.09,194.76,231.26,196.74,232.77,197.67,234.17,198.6,228.41,193.97,227.47,193.06,227.04,192.12,232.5,201.0,224.33,193.46,222.06,210.26,215.15,199.25,214.55,233.37,177.5,202.76,163.12,199.49,131.49,179.4,116.91,152.03,113.88,147.51,108.73,136.3,109.11,132.11,111.71,132.38,111.08,130.31,114.4,139.91,112.77,137.35,130.78,326.32,97.12,318.59,165.14,416.56,123.18,426.79,145.39,499.2,115.29,536.45,126.94,515.1,105.11,550.51,177.5,531.94,159.1,558.33
157,222.91,193.66,229.55,195.95,231.21,197.16,233.02,198.4,226.49,192.97,225.86,192.29,225.52,191.51,232.44,201.28,223.92,193.55,221.12,210.35,214.97,200.69,215.14,233.71,176.94,202.99,163.19,199.51,124.86,179.66,117.09,151.07,113.47,147.86,108.78,135.63,108.84,132.38,111.72,131.69,110.89,130.49,114.4,138.69,112.13,137.31,130.79,326.3,97.04,318.4,165.24,416.63,122.81,426.71,141.91,500.93,115.29,536.53,126.81,516.65,105.11,550.58,176.1,531.71,159.15,558.4
158,221.97,192.68,228.64,195.12,230.39,196.57,232.41,198.1,225.41,191.92,224.89,191.37,224.56,190.73,232.42,201.46,223.51,193.58,220.45,210.24,214.68,201.06,215.81,233.75,176.43,203.23,164.02,199.56,121.75,180.04,117.38,150.42,113.04,148.02,108.93,134.99,108.61,132.56,111.77,131.14,110.67,130.61,114.44,137.96,111.57,137.41,130.85,326.2,97.02,318.18,165.32,416.63,122.62,426.65,140.79,501.48,115.29,536.53,126.8,516.91,105.16,550.59,174.83,531.66,159.14,558.39
159,221.98,192.63,228.76,195.07,230.46,196.56,232.44,198.11,225.51,191.73,224.96,191.16,224.57,190.53,232.55,201.88,223.35,193.68,220.5,210.3,214.83,201.53,216.16,233.93,176.37,203.4,164.47,199.6,121.43,180.23,117.49,149.99,112.93,148.21,109.0,134.71,108.53,132.68,111.78,130.93,110.51,130.69,114.44,137.68,111.26,137.46,130.94,326.09,97.01,317.99,165.92,416.62,122.52,426.55,140.62,501.43,115.29,536.29,127.24,516.6,105.25,550.48,176.5,533.8,159.04,558.1
160,221.63,192.6,228.23,194.71,230.03,196.33,232.16,198.02,224.84,191.32,224.28,190.76,223.86,190.14,232.58,202.13,222.98,193.72,220.0,210.27,214.41,201.78,216.85,234.15,175.44,203.48,167.21,199.64,121.46,182.15,118.03,149.77,112.8,148.36,109.14,134.49,108.17,132.46,111.78,130.66,110.09,130.51,114.46,137.37,110.87,137.28,131.18,326.05,96.97,317.73,167.13,416.62,122.46,426.55,141.91,501.39,115.31,536.16,127.25,516.56,105.37,550.48,174.91,532.14,159.03,557.86
161,221.4,192.63,227.62,194.45,229.39,196.11,231.53,197.88,224.39,191.13,223.85,190.57,223.44,189.98,232.53,202.3,222.78,193.88,219.41,210.3,214.16,201.85,217.17,234.15,174.67,203.62,168.29,199.65,119.73,182.65,118.4,149.6,112.67,148.47,109.19,134.47,107.69,132.45,111.76,130.6,108.91,130.27,114.46,137.29,110.36,137.32,131.35,326.03,96.96,317.6,167.78,416.65,122.36,426.58,143.02,501.34,115.32,536.1,127.26,516.31,105.53,550.58,174.12,531.32,159.03,557.78
162,221.18,192.5,227.11,194.1,228.84,195.76,230.93,197.57,223.98,190.87,223.48,190.32,223.09,189.75,232.45,202.37,222.69,193.95,218.76,210.14,213.73,202.09,217.6,234.15,174.25,203.85,168.6,199.63,120.13,183.76,118.61,149.52,112.34,148.53,109.27,134.52,106.81,132.17,111.75,130.65,108.2,130.26,114.46,137.3,109.95,137.37,131.51,326.01,96.96,317.48,168.38,416.66,122.14,426.64,143.58,501.32,115.42,536.03,127.27,516.14,105.79,550.69,173.66,530.98,159.02,557.69
163,221.09,193.4,227.17,196.03,228.91,197.59,231.03,199.37,224.07,192.53,223.55,191.9,223.17,191.19,232.45,203.42,222.69,194.83,218.77,212.4,213.78,205.54,217.75,234.36,174.04,204.07,168.31,199.67,120.24,184.73,118.63,149.56,112.22,148.6,109.27,134.58,106.74,132.23,111.71,130.72,107.96,130.28,114.44,137.39,109.83,137.41,131.79,326.03,97.0,317.48,168.54,416.66,122.03,426.7,142.22,501.67,115.53,535.93,127.31,515.87,106.03,550.76,173.39,530.96,159.01,557.53
164,221.19,194.76,227.97,197.9,229.73,199.43,231.68,200.94,224.71,194.5,223.89,193.49,223.37,192.62,232.53,204.09,222.7,195.36,219.38,214.11,214.09,207.87,217.87,234.46,173.81,204.07,167.93,199.81,119.24,185.77,118.62,149.6,112.22,148.62,109.26,134.63,106.78,132.26,111.66,130.78,108.0,130.31,114.41,137.44,109.88,137.42,131.99,326.03,97.01,317.42,168.74,416.65,121.91,426.77,141.4,501.99,115.66,535.88,127.31,515.78,106.26,550.8,173.16,530.84,159.01,557.35
165,221.5,196.02,229.17,199.81,230.8,201.18,232.56,202.49,225.65,196.24,224.72,195.17,223.8,193.9,232.81,204.64,222.79,195.63,220.52,215.2,215.4,209.85,218.2,234.61,173.78,203.91,167.22,201.11,118.51,186.78,118.62,149.82,112.23,148.68,109.27,134.76,106.83,132.28,111.66,130.82,108.24,130.29,114.42,137.48,109.93,137.19,132.36,326.13,97.02,317.4,169.22,416.65,121.86,427.01,141.22,502.25,115.72,535.86,127.34,515.68,106.33,550.81,172.89,530.79,158.94,557.18
166,222.11,196.99,230.87,201.37,232.28,202.54,233.78,203.62,227.26,197.76,226.26,196.65,224.84,194.98,233.24,204.94,223.23,195.89,223.01,216.86,217.69,211.59,218.29,234.66,174.21,203.73,165.23,202.17,118.66,187.28,118.48,150.29,112.27,148.73,109.25,134.99,106.95,132.31,111.66,130.96,108.26,129.92,114.42,137.66,110.06,137.08,132.45,326.23,97.05,317.4,169.81,416.62,121.85,427.19,141.21,502.27,115.75,535.85,127.47,515.66,106.34,550.81,172.65,530.77,158.84,557.07
167,225.65,200.18,234.05,203.1,235.05,203.95,236.32,204.9,230.98,199.89,229.55,198.4,228.38,196.95,234.17,205.29,225.05,196.65,226.41,218.59,221.55,213.72,217.27,234.55,176.15,203.69,158.1,206.06,126.73,186.14,117.78,152.22,113.01,148.77,108.64,136.31,107.56,132.32,111.32,132.23,109.15,130.07,114.14,139.73,110.51,137.08,132.45,326.3,97.24,317.54,170.19,416.47,121.87,427.21,141.2,502.09,115.78,535.75,127.51,515.03,106.36,550.79,172.56,530.43,158.83,556.91
168,225.78,200.9,234.91,204.3,235.84,205.02,236.94,205.71,231.71,200.91,230.55,199.6,229.53,198.24,234.55,205.87,225.84,197.48,227.37,219.86,222.66,215.15,217.14,234.62,178.09,203.81,157.41,207.67,130.8,185.7,117.72,154.32,114.25,149.44,108.47,137.64,107.94,132.35,111.3,133.76,109.67,130.23,114.14,142.11,111.47,138.07,132.41,326.39,97.45,317.79,170.32,416.38,121.92,427.16,142.85,500.91,115.83,535.43,127.52,514.64,106.45,550.72,172.47,530.02,158.82,556.63
169,232.35,210.39,237.4,205.05,237.99,205.8,239.11,206.57,234.6,202.09,232.79,200.3,231.74,198.97,235.46,206.15,226.97,197.99,229.74,220.53,225.01,215.91,216.66,234.45,180.32,203.84,157.7,207.84,138.28,185.4,117.72,156.17,115.24,150.16,108.46,139.05,108.37,132.63,111.31,135.35,110.11,130.62,114.19,144.15,112.32,138.47,132.36,326.39,97.85,317.88,170.42,416.25,122.08,426.92,143.33,499.87,115.97,534.89,127.51,514.41,106.62,550.56,172.44,529.9,158.81,556.5
170,231.02,207.96,237.62,204.75,238.36,205.51,239.39,206.26,234.43,201.58,232.98,200.0,231.94,198.67,235.83,206.16,226.97,197.94,229.72,220.19,224.92,215.44,216.61,234.45,180.78,203.91,157.9,209.69,137.38,185.43,117.58,156.4,115.41,150.38,108.32,139.44,108.46,132.78,111.15,136.01,110.25,131.1,114.06,144.42,112.61,138.85,132.33,326.43,98.09,317.88,170.43,416.25,122.28,426.6,143.58,499.44,116.01,534.65,127.49,514.38,106.65,550.52,172.32,530.18,158.81,556.55
171,229.47,207.82,237.44,204.66,238.26,205.49,239.23,206.3,233.73,201.32,231.8,199.7,230.75,198.39,235.78,206.35,226.29,197.91,229.6,220.02,224.51,215.1,217.65,234.77,178.98,203.92,164.95,209.34,133.16,186.8,117.61,156.42,115.05,151.19,108.42,139.9,108.47,133.64,111.24,136.47,110.3,131.83,114.09,144.49,112.45,139.08,132.34,326.97,98.09,317.94,170.51,416.35,122.31,426.68,144.07,499.44,115.99,535.07,127.42,512.52,106.56,551.19,174.6,534.56,157.86,557.13
172,229.27,206.1,237.0,205.56,237.9,206.21,238.96,206.83,233.41,202.25,231.78,200.82,230.81,199.44,235.74,206.64,226.24,198.25,229.1,221.21,221.57,211.35,217.21,234.78,179.1,203.92,162.21,209.16,134.91,186.46,117.39,156.95,115.15,151.8,108.35,140.4,108.57,134.14,111.1,137.09,110.39,132.4,113.9,145.05,112.53,140.59,132.22,327.24,98.25,318.21,170.49,416.57,122.46,426.77,144.6,499.55,115.96,535.31,127.43,512.08,106.4,551.44,176.31,536.5,157.5,557.66
173,233.78,217.28,237.76,208.44,238.47,208.78,239.33,209.07,234.68,205.46,233.33,204.01,232.3,202.49,235.78,207.87,226.94,199.82,230.46,224.55,225.48,219.13,216.18,234.83,181.59,203.92,159.54,208.95,141.46,185.65,116.95,157.53,115.61,151.99,108.14,141.14,108.87,134.21,110.8,137.66,110.56,132.6,113.58,146.23,112.78,141.06,132.18,327.3,98.48,318.5,170.49,416.79,122.87,426.9,145.73,500.18,115.96,535.28,128.18,512.09,106.32,551.36,177.81,538.74,157.08,557.74
174,234.59,217.03,237.99,208.25,238.7,208.64,239.47,208.92,235.4,205.68,234.29,204.38,233.34,203.0,235.85,207.9,227.92,200.57,230.82,224.23,227.32,220.15,216.08,235.04,182.54,204.06,158.26,208.97,144.86,186.94,117.04,158.24,116.44,153.37,108.17,141.7,109.78,137.29,110.86,138.13,111.42,134.97,113.73,146.57,113.28,142.77,132.1,327.43,98.6,319.16,170.48,417.09,123.69,427.25,145.98,500.27,115.96,535.3,128.35,511.97,106.2,551.34,177.95,538.28,157.06,558.04
175,235.96,218.14,238.81,208.65,239.28,208.84,239.84,209.01,236.55,206.38,235.59,205.19,234.69,203.93,235.85,207.88,229.25,201.61,231.75,224.72,229.44,221.82,213.75,234.94,186.85,206.07,155.33,208.95,151.03,190.77,117.09,158.75,118.09,156.24,108.21,141.83,110.77,138.67,110.95,138.19,112.19,136.54,113.87,146.62,113.84,143.4,131.8,327.67,98.74,319.85,170.39,417.22,124.28,427.34,145.86,501.06,115.97,535.3,128.07,512.36,106.08,551.33,175.76,535.44,157.04,558.4
176,235.82,216.88,238.57,208.33,239.14,208.58,239.79,208.82,236.44,206.23,235.64,205.2,234.93,204.11,235.77,207.88,229.86,202.48,231.53,224.79,229.52,222.36,209.82,234.37,191.5,209.65,152.76,208.84,154.01,194.12,117.05,159.08,118.63,157.13,108.19,142.41,111.49,139.47,110.95,138.35,112.74,137.13,113.86,146.56,114.23,143.59,131.09,327.88,99.07,320.47,170.44,417.07,125.01,427.56,145.84,500.99,116.21,535.36,129.26,512.81,106.02,551.62,175.78,535.35,157.24,558.72
177,234.86,215.75,238.43,208.13,238.89,208.41,239.46,208.68,236.2,206.1,235.4,205.14,234.75,204.12,235.68,207.88,229.87,202.7,231.3,224.7,228.98,222.22,209.31,234.09,191.23,209.96,153.05,208.71,153.01,193.65,116.99,159.29,118.96,158.14,108.18,142.82,111.64,141.17,110.9,138.78,112.92,138.31,113.79,146.77,114.33,145.56,130.72,328.18,99.4,320.94,170.44,416.63,125.56,427.58,145.55,500.86,116.35,535.48,129.23,512.86,105.91,551.71,175.77,535.28,157.31,559.01
178,234.11,214.26,238.29,207.98,238.76,208.28,239.37,208.57,236.4,206.06,235.8,205.17,235.35,204.24,235.67,207.96,230.72,203.17,231.34,224.52,229.38,222.0,207.22,233.24,193.68,217.35,152.51,207.77,155.55,193.68,116.71,159.6,118.87,157.89,107.95,143.28,111.91,141.77,110.7,140.27,112.91,138.5,113.34,147.65,114.33,146.71,130.42,328.42,99.7,321.57,170.52,416.07,126.44,427.43,145.66,500.58,116.53,535.42,129.68,512.79,105.91,551.69,176.22,535.21,157.66,559.09
179,233.85,213.4,238.26,207.93,238.69,208.24,239.29,208.55,236.26,206.09,235.67,205.25,235.23,204.37,235.66,208.25,230.66,203.42,231.26,224.39,228.25,220.4,207.82,233.28,195.02,215.82,152.78,207.76,158.24,193.66,116.75,161.96,119.33,158.93,107.95,146.62,111.98,143.8,110.7,142.69,112.94,141.47,113.36,150.32,114.34,148.07,130.42,328.97,99.69,321.91,170.76,415.2,127.06,427.43,146.87,499.61,116.65,535.42,130.18,511.14,105.91,551.7,178.04,534.61,157.85,559.38
180,233.61,213.84,238.44,208.18,238.78,208.44,239.31,208.7,237.11,206.56,236.68,205.77,236.35,204.93,235.68,208.58,231.3,204.02,231.37,224.7,229.33,221.8,206.17,232.66,198.74,219.93,152.15,205.88,160.11,196.3,116.75,163.57,119.88,159.89,107.92,147.98,112.67,146.41,110.65,143.95,112.95,141.9,113.35,151.8,114.69,150.29,130.24,329.12,100.0,322.14,170.36,414.29,127.64,426.96,147.74,497.78,116.67,534.96,132.48,508.96,105.8,551.68,179.51,532.54,157.83,559.34
181,233.43,213.39,238.37,208.14,238.72,208.39,239.27,208.66,237.31,206.64,237.03,205.88,236.84,205.08,235.55,208.5,231.78,204.11,231.29,224.68,229.51,221.75,202.56,229.64,201.58,222.8,149.63,203.73,166.3,196.0,116.52,163.22,120.48,159.95,107.66,147.5,112.77,145.64,110.41,143.49,113.18,141.69,113.15,151.33,114.74,149.82,129.84,329.12,100.4,322.26,169.7,414.04,128.19,426.73,148.09,496.6,116.78,534.7,133.09,508.72,105.74,551.71,179.35,525.77,157.82,559.07
182,233.35,214.6,237.57,209.24,237.82,209.4,238.31,209.58,237.11,208.19,236.99,207.62,236.68,206.99,234.88,209.34,231.67,205.98,228.41,223.15,228.84,221.82,203.43,229.8,200.4,225.05,150.16,203.58,163.27,197.79,116.69,164.09,120.59,162.1,107.66,148.54,112.76,146.88,110.41,144.65,113.24,143.5,113.19,152.87,114.75,151.91,129.73,329.17,100.39,322.65,169.64,413.48,129.29,426.57,149.31,496.56,117.22,534.62,133.87,508.69,105.81,551.71,179.22,523.83,157.77,559.06
183,233.71,216.57,237.68,209.86,237.85,209.87,238.3,209.89,237.66,209.36,237.63,208.92,237.53,208.44,234.77,209.63,232.26,207.59,229.43,225.15,230.81,224.83,202.4,228.98,203.97,227.78,150.2,200.61,167.08,202.19,117.31,164.96,120.77,163.72,107.8,149.68,112.72,148.7,110.44,146.39,113.18,147.01,113.3,154.37,114.96,155.05,128.61,328.84,100.8,322.65,169.63,412.68,131.76,425.98,147.53,496.61,117.69,534.64,133.76,508.31,105.87,551.79,179.1,523.9,157.78,559.23
184,236.86,216.16,239.04,209.77,238.73,209.82,238.77,209.66,240.25,209.49,240.44,209.11,240.6,208.72,234.74,209.1,234.48,207.86,232.94,225.06,235.56,224.93,194.91,225.21,210.75,226.04,147.17,197.48,169.5,205.24,116.56,167.07,123.22,166.39,107.25,150.81,114.36,151.92,110.12,147.37,114.31,150.82,112.95,155.42,115.79,157.14,125.87,328.13,102.07,322.86,169.56,411.93,133.35,425.71,146.41,496.69,118.09,534.66,133.83,507.84,105.86,551.85,178.94,523.09,157.6,559.35
185,236.49,216.0,238.99,209.76,238.7,209.75,238.47,209.57,240.05,209.55,240.17,209.15,240.26,208.74,234.21,209.09,234.25,207.92,232.93,224.98,235.31,224.8,196.83,225.98,211.64,225.51,147.64,198.27,170.51,206.68,116.56,171.39,124.69,168.58,107.27,155.58,115.59,154.14,110.13,152.78,115.28,153.34,113.04,159.85,116.5,159.01,125.79,327.72,102.47,322.85,169.66,411.9,134.01,425.65,147.78,496.74,118.25,534.97,133.82,507.94,105.82,551.85,178.77,523.79,156.48,560.15
186,236.09,213.99,237.55,209.46,237.15,209.36,236.83,209.12,239.35,209.47,239.7,209.01,240.02,208.53,232.24,208.59,234.18,207.88,230.03,218.54,234.21,221.69,193.56,224.09,213.94,226.53,146.15,198.65,174.5,210.16,116.24,171.91,125.82,171.46,107.07,155.9,116.82,156.03,110.14,152.31,116.47,154.97,113.05,159.85,118.53,161.29,124.31,326.97,103.12,322.92,169.37,411.97,137.27,425.45,147.81,497.29,118.75,535.06,133.59,508.8,106.21,551.85,178.73,526.9,157.2,560.38
187,235.8,213.92,237.76,209.79,237.22,209.5,236.91,209.26,239.21,209.52,239.54,208.97,239.95,208.43,232.08,208.58,233.93,207.74,229.16,218.12,233.51,221.3,194.52,225.11,210.81,226.99,146.39,205.11,171.66,209.33,116.1,175.3,125.43,173.19,107.07,161.02,116.61,158.52,110.44,156.93,116.69,155.74,113.23,164.34,118.36,162.96,124.52,326.99,103.05,322.87,169.56,411.51,137.13,425.44,149.0,497.0,119.08,535.08,133.78,508.42,106.67,551.87,178.7,524.56,157.16,560.4
188,235.63,215.49,237.49,209.86,237.03,209.57,236.75,209.31,239.07,209.75,239.49,209.28,239.86,208.81,231.77,208.43,233.81,207.97,229.18,218.19,230.18,220.83,195.42,225.37,209.55,228.55,146.25,209.81,170.46,212.72,116.06,176.17,125.15,176.31,107.07,161.81,116.53,161.82,110.73,157.56,116.81,159.91,113.43,165.33,118.71,167.04,124.72,327.01,102.83,323.15,170.65,411.56,138.2,425.74,148.9,497.81,119.4,534.97,132.8,509.04,106.99,551.7,177.8,524.81,157.08,560.37
189,235.49,218.4,237.11,210.95,236.78,210.68,236.58,210.36,238.51,210.91,238.79,210.38,239.06,209.83,231.82,209.44,233.39,208.89,229.2,221.48,228.21,220.95,196.39,226.81,208.24,231.54,145.16,210.21,171.07,214.15,116.09,177.08,125.5,177.11,107.09,162.42,116.77,163.13,111.01,157.94,117.26,161.14,113.69,165.55,119.39,167.9,123.74,327.48,102.78,324.38,170.8,411.57,139.91,426.07,148.06,497.82,119.61,534.78,133.65,508.15,107.37,551.35,177.09,524.94,157.08,560.26
190,234.97,217.91,236.43,210.89,235.9,210.54,235.46,209.91,238.46,211.07,238.68,210.79,238.95,210.55,231.01,207.95,233.57,209.53,228.73,220.81,227.5,220.53,192.48,224.77,211.24,230.68,143.79,212.91,173.52,221.26,116.1,182.26,126.19,187.16,107.1,166.76,118.64,176.72,111.25,161.99,119.09,174.13,114.01,169.9,120.45,178.87,122.32,327.48,102.94,326.04,170.8,411.81,142.89,426.44,148.04,497.79,119.6,534.56,135.12,506.94,107.22,550.75,177.02,524.98,156.93,560.13
191,235.38,220.66,236.82,213.18,236.35,212.79,235.72,211.98,238.44,213.23,238.6,212.85,238.86,212.47,231.2,210.12,233.44,210.93,228.88,224.09,228.51,223.9,192.76,225.4,206.6,230.55,142.31,216.37,173.56,229.28,116.34,187.02,132.36,193.79,107.33,172.52,121.42,181.98,111.8,166.55,122.5,176.97,114.36,172.98,122.74,182.87,122.54,327.95,102.83,326.15,171.14,411.83,143.3,426.09,148.24,497.77,119.63,534.32,136.09,506.23,107.22,550.14,176.38,525.8,155.99,560.03
192,236.24,221.54,237.46,213.98,237.0,213.57,236.19,212.69,238.63,214.08,238.67,213.71,238.81,213.34,231.42,211.02,233.42,211.73,229.55,225.48,229.92,225.48,191.66,226.3,206.48,230.39,141.52,217.57,174.14,231.41,116.7,188.17,134.75,195.03,107.59,174.25,123.24,180.91,112.29,168.03,123.83,177.57,114.73,173.79,124.3,181.73,121.77,328.03,102.8,326.64,171.13,411.85,143.83,425.85,148.24,497.78,119.83,534.26,136.39,506.12,107.34,550.06,176.05,526.1,156.05,559.77
193,235.06,224.94,236.11,216.68,235.96,216.48,235.59,216.01,236.52,216.38,236.24,215.75,236.04,215.08,231.25,214.13,230.96,213.08,228.65,229.63,229.08,228.84,192.26,229.37,202.67,230.67,140.82,219.71,174.0,229.13,116.95,190.13,133.77,195.12,107.6,178.36,122.54,182.28,112.4,170.28,123.3,177.32,115.18,177.66,124.88,185.12,121.4,328.94,102.42,327.19,170.93,411.99,143.95,425.85,148.79,497.73,119.87,534.31,137.34,505.48,107.34,550.08,176.2,526.55,155.95,559.84
194,235.05,234.11,236.69,225.86,237.05,225.94,237.42,225.85,235.95,223.33,235.01,221.72,233.64,219.63,232.63,222.21,226.88,214.19,228.59,238.94,226.67,236.2,209.05,241.17,180.02,214.14,144.02,236.25,142.38,231.63,118.9,197.86,133.03,199.18,108.14,185.17,122.24,188.28,113.07,178.75,123.44,183.89,116.45,185.57,126.08,192.28,125.96,331.05,99.78,326.63,171.51,412.0,143.74,425.9,150.41,497.07,119.88,534.3,137.86,504.16,107.33,549.77,176.4,528.56,155.69,560.42
195,232.6,237.45,236.38,230.03,237.0,230.18,237.45,230.15,233.5,226.71,231.92,224.6,230.04,221.94,233.22,225.15,223.01,214.37,227.07,241.73,222.63,238.1,215.91,245.58,171.73,207.64,156.17,238.62,130.33,230.57,124.29,197.81,127.12,207.31,113.02,187.6,120.03,203.96,116.83,182.43,123.13,195.15,119.72,187.43,125.71,202.15,128.07,331.03,98.0,325.54,172.61,411.81,143.75,425.89,151.05,496.91,119.98,534.1,133.4,504.95,107.61,548.88,180.28,537.39,155.26,560.64
196,233.24,238.76,237.46,230.72,238.22,230.76,238.8,230.6,233.65,227.99,232.3,225.95,230.7,223.54,233.58,225.5,223.25,215.8,227.12,244.19,223.18,241.1,216.06,246.93,176.7,211.88,155.63,238.87,137.8,228.86,125.77,205.92,127.08,209.68,114.65,198.31,117.73,210.29,118.95,192.37,123.2,200.59,122.9,197.8,123.18,207.56,128.44,331.15,97.76,325.41,172.76,411.76,144.26,425.87,150.94,496.16,120.09,533.93,130.67,505.56,107.64,548.28,181.08,541.16,154.38,561.24
197,236.0,239.94,239.9,231.46,240.43,231.21,240.81,230.8,235.98,229.52,234.2,227.9,232.22,225.98,233.68,225.22,223.93,218.31,228.92,244.91,224.71,242.98,213.98,246.01,177.03,213.39,154.69,237.54,137.75,232.29,128.4,209.3,127.18,210.59,118.72,201.37,121.0,205.12,123.02,196.5,122.45,203.15,125.65,200.83,122.8,206.81,128.23,331.11,97.61,325.46,172.45,412.0,145.15,425.94,149.7,496.72,120.2,533.97,128.74,505.95,107.54,548.32,180.3,535.14,154.61,562.03
198,233.23,242.14,238.76,233.95,239.42,233.83,239.97,233.56,234.76,231.58,232.99,229.79,231.09,227.7,232.88,227.68,221.68,219.46,225.98,246.83,221.86,244.08,213.75,248.38,168.57,211.85,156.73,245.58,131.77,230.8,137.54,229.2,122.11,217.38,128.96,221.52,120.92,207.98,132.57,214.78,123.67,204.55,136.55,223.74,121.5,212.6,128.97,331.18,97.51,325.38,172.4,412.07,145.27,425.93,148.84,496.83,120.46,533.91,127.38,505.82,108.28,547.88,178.48,534.72,154.9,562.14
